field_id,domain,entity,field_name,display_name,data_type,unit,example,description,related_reports
SF-0228,Service Tickets,Ticket,ticket_status,Ticket Status,enum,-,open,Open/processing/closed,Customer service
SF-0229,Service Tickets,Ticket,ticket_created_at,Ticket Created At,datetime,-,2026-07-28T09:12:00+08:00,Ticket creation time,Customer service
SF-0230,Service Tickets,Ticket,handle_duration_min,Handle Duration (Min),number,minutes,18,Handling duration in minutes,QA / BIS
SF-0231,Service Tickets,Ticket,is_complaint,Is Complaint,boolean,-,true,Complaint flag,Complaint report
SF-0232,Service Tickets,Ticket,three_guarantees_reject_flag,Three-Guarantee Reject Flag,boolean,-,false,Three-guarantee warranty rejection flag,Regional complaint report
SF-0233,Service Tickets,Ticket,desc_text,Description Text,text,-,Riding range noticeably below rated spec,Original issue description,Form fill / VoC
SF-0234,Service Tickets,Ticket,desc_chars,Description Length,int,chars,86,Description character count,Fault analysis
SF-0235,Service Tickets,Ticket,transcript_text,Transcript Text,text,-,(Full call transcript),Call transcription text,VoC
SF-0236,Service Tickets,Ticket,agent_id,Agent ID,string,-,AG-2201,Agent/outbound caller identifier,QA / renewal
SF-0237,Service Tickets,Ticket,sop_item,SOP Check Item,string,-,Confirm VIN and vehicle model,SOP quality check item,Smart QA
SF-0238,Service Tickets,Ticket,sop_pass_fail,SOP Pass/Fail,enum,-,pass,SOP pass or fail,Smart QA
SF-0239,Service Tickets,Ticket,risk_words,Risk Words,json,-,"[""Absolutely no problem""]",Risk phrase keywords,Smart QA
SF-0240,Service Tickets,VoC,feedback_id,Feedback ID,string,-,FB-99102,Unique VoC feedback identifier,VoC suite
SF-0241,Service Tickets,VoC,nps,NPS,number,-,32,Net Promoter Score,Dashboard / weekly-monthly reports
SF-0242,Service Tickets,VoC,csat,CSAT,number,-,4.1,Customer satisfaction (1–5),Dashboard
SF-0243,Service Tickets,VoC,nps_delta,NPS Delta,number,-,-3,Period NPS change,Weekly-monthly reports
SF-0244,Service Tickets,VoC,feedback_cnt,Feedback Count,int,items,1280,Feedback count in period,Dashboard
SF-0245,Service Tickets,VoC,tag_id,Tag ID,string,-,TAG-short-range,Standard tag identifier,Tagging / shared semantics
SF-0246,Service Tickets,VoC,tag_name,Tag Name,string,-,Short range,Tag name,Tagging
SF-0247,Service Tickets,VoC,tag_domain,Tag Domain,enum,-,product,Tag domain category,Tag vocabulary
SF-0248,Service Tickets,VoC,sentiment,Sentiment,enum,-,neg,Sentiment polarity,Tagging hard requirement
SF-0249,Service Tickets,VoC,sentiment_score,Sentiment Score,number,-1~1,-0.72,Sentiment intensity score,Sentiment map
SF-0250,Service Tickets,VoC,problem_theme,Problem Theme,string,-,Short range,Theme cluster name,Rankings / thematic reports
SF-0251,Service Tickets,VoC,theme_cnt,Theme Count,int,items,246,Feedback count for theme,Rankings
SF-0252,Service Tickets,VoC,neg_ratio,Negative Ratio,number,%,68.0,Negative share for theme,Rankings
SF-0253,Service Tickets,VoC,wow_change,WoW Change,number,%,22.0,Week-over-week change,Trend monitoring
SF-0254,Service Tickets,VoC,closed_loop_rate,Closed-Loop Rate,number,%,54.0,Closed vs should-close ratio,Resolutions / Top N
SF-0255,Service Tickets,VoC,recurrence_rate,Recurrence Rate,number,%,12.0,Recurrence share,Closed-loop verification
SF-0256,Service Tickets,VoC,cover_dim,Report Cover Dimension,enum,-,vehicle,Vehicle/non-vehicle/all coverage,Thematic reports
SF-0257,Service Tickets,VoC,module_name,Non-Vehicle Module,enum,-,app,App/mini-app/website/hotline/aftersales,Non-vehicle thematic
SF-0258,Service Tickets,VoC,sample_voice,Sample Voice,text,-,Full charge only gets half the manual range,Representative anonymized voice of customer,Special reports / themes
SF-0259,Service Tickets,VoC,clue_confidence,Clue Confidence,enum,-,medium,Investigation clue confidence,Investigation clue pack
SF-0260,Service Tickets,VoC,severity_risk_level,PR Crisis Risk Level,enum,-,P1,Public relations crisis risk level,Crisis / special reports
SF-0261,Service Tickets,VoC,consumer_sat_score,Consumer Satisfaction Score,number,%,82.9,Survey consumer satisfaction,Satisfaction report
SF-0262,Service Tickets,VoC,channel_sat_score,Channel Satisfaction Score,number,%,77.1,Survey channel satisfaction,Satisfaction report
SF-0263,Service Tickets,VoC,survey_recover_rate,Survey Recovery Rate,number,%,6.1,Survey response vs push rate,Satisfaction report
SF-0264,Service Tickets,VoC,dissatisfaction_reason,Dissatisfaction Reason,string,-,Short range,Open-ended/option dissatisfaction reason,Satisfaction report
SF-0265,Connected Vehicle IoT,Telemetry,fault_code,Fault / Alert Code,string,-,BMS_OT_01,On-vehicle alert code,IoT / troubleshooting
SF-0266,Connected Vehicle IoT,Telemetry,iot_alert_cnt,IoT Alert Count,int,times,3,Alert count in period,Dashboard / IoT
SF-0267,Connected Vehicle IoT,Telemetry,mileage_km,Mileage (km),number,km,3260,Cumulative/period mileage,IoT availability
SF-0268,Connected Vehicle IoT,Telemetry,soc_pct,State of Charge (SOC),number,%,64,Remaining battery charge,Proactive service
SF-0269,Connected Vehicle IoT,Telemetry,telemetry_coverage_rate,Telemetry Coverage Rate,number,%,81.0,Share of vehicles with telemetry,IoT availability
SF-0270,Connected Vehicle IoT,Telemetry,battery_health_pct,Battery Health (%),number,%,92,Approximate state of health,Proactive service
SF-0271,Manufacturing Quality,Quality,test_station,Test Station,string,-,OBD-Dyno-02,Quality inspection station,OBD report
SF-0272,Manufacturing Quality,Quality,test_ts,Test Timestamp,datetime,-,2026-07-28T14:22:00+08:00,Inspection timestamp,OBD report
SF-0273,Manufacturing Quality,Quality,obd_protocol,OBD Protocol,string,-,ISO15765,Communication protocol,OBD report
SF-0274,Manufacturing Quality,Quality,voltage_v,Voltage (V),number,V,54.6,Measured voltage,OBD report
SF-0275,Manufacturing Quality,Quality,current_a,Current (A),number,A,12.3,Measured current,OBD report
SF-0276,Manufacturing Quality,Quality,speed_rpm,Speed (rpm),number,rpm,480,Motor speed,OBD report
SF-0277,Manufacturing Quality,Quality,controller_temp_c,Controller Temperature (°C),number,°C,46,Controller temperature rise,OBD report
SF-0278,Manufacturing Quality,Quality,qc_result,QC Result,enum,-,pass,Pass/fail quality result,Quality / traceability
SF-0279,Manufacturing Quality,Quality,operator_id,Operator ID,string,-,OP-331,Inspector employee ID,OBD
SF-0280,Manufacturing Quality,Quality,part_name,Part Name,string,-,Controller,Component name,Traceability
SF-0281,Manufacturing Quality,Quality,part_batch_no,Part Batch No.,string,-,PB-CTRL-2026W27,Component batch number,Batch traceability
SF-0282,Manufacturing Quality,Quality,supplier_id,Supplier ID,string,-,SUP-8821,Supplier identifier,Traceability / risk control
SF-0283,Manufacturing Quality,Quality,delta_e,Color Delta E,number,-,0.8,Optical color difference,Optical QC
SF-0284,Manufacturing Quality,Quality,gloss,Gloss,number,-,85,Paint gloss measurement,Optical QC
SF-0285,Manufacturing Quality,Quality,defect_type,Defect Type,string,-,Color variance,Orange peel/color variance/grain etc.,Optical QC
SF-0286,Manufacturing Quality,Quality,anomaly_score,Anomaly Score,number,0-1,0.86,Acoustic/sensor anomaly score,Equipment alert
SF-0287,Manufacturing Quality,Quality,predict_fail_days,Predicted Fail Days,int,days,14,Predicted days to failure,Predictive maintenance window
SF-0288,Manufacturing Quality,Quality,release_ts,Release Timestamp,datetime,-,2026-07-28T16:00:00+08:00,Qualified release time,Traceability package
SF-0289,Manufacturing Quality,Quality,trace_package_url,Trace Package URL,string,-,s3://trace/VINxxx.zip,Traceability data package URL,Traceability package
SF-0290,Manufacturing Quality,Quality,recall_level,Recall Assessment Level,enum,-,watch,Watch/targeted/recall evaluation,Batch traceability
SF-0291,Inspection & Compliance,Inspection,inspect_id,Inspection ID,string,-,INS-20260728-014,Inspection task identifier,Inspection report
SF-0292,Inspection & Compliance,Inspection,inspect_time,Inspection Time,datetime,-,2026-07-28T08:30:00+08:00,Inspection timestamp,Inspection report
SF-0293,Inspection & Compliance,Inspection,check_item,Check Item,string,-,Storefront VI completeness,Inspection checklist item name,Inspection report
SF-0294,Inspection & Compliance,Inspection,ai_confidence,AI Confidence,number,0-1,0.91,Visual recognition confidence,Inspection / image diff
SF-0295,Inspection & Compliance,Inspection,pass_fail,Pass/Fail,enum,-,fail,Pass or fail result,Inspection report
SF-0296,Inspection & Compliance,Inspection,photo_url,Photo URL,string,-,https://.../store.jpg,Evidence photo URL,Inspection / image diff
SF-0297,Inspection & Compliance,Inspection,morning_photo_url,Morning Photo URL,string,-,https://.../am.jpg,Morning panoramic photo for AM/PM diff,Image differential
SF-0298,Inspection & Compliance,Inspection,evening_photo_url,Evening Photo URL,string,-,https://.../pm.jpg,Evening panoramic photo for AM/PM diff,Image differential
SF-0299,Inspection & Compliance,Inspection,competitor_logo_detected,Competitor Logo Detected,json,-,"[""Competitor A""]",Detected competitor logos,Image differential
SF-0300,Inspection & Compliance,Inspection,suspect_type,Suspect Type,string,-,Non-exclusive stock display,Violation suspect type,Image differential
SF-0301,Inspection & Compliance,Inspection,vi_score,VI Consistency Score,number,0-100,78,Visual identity consistency score,VI diagnostics / inspection
SF-0302,Inspection & Compliance,Inspection,rectify_ticket_id,Rectification Ticket ID,string,-,RC-8891,Rectification work order ID,Inspection
SF-0303,Inspection & Compliance,Inspection,due_date,Due Date,date,-,2026-08-05,Rectification deadline,Alerts / inspection
SF-0304,Inspection & Compliance,Brand,mention_cnt_24h,Brand Mentions (24h),int,times,1260,Brand mention count in 24 hours,Brand sentiment dashboard
SF-0305,Inspection & Compliance,Brand,reputation_score,Reputation Score,number,0-100,71,Brand reputation score,Brand sentiment dashboard
SF-0306,Inspection & Compliance,Brand,hotspot_term,Hotspot Term,string,-,Inflated range claims,Sentiment hotspot term,Crisis alert
SF-0307,Inspection & Compliance,Brand,growth_velocity,Volume Growth Velocity,number,-,3.2,Sudden volume growth rate,Crisis alert
SF-0308,Inspection & Compliance,Brand,mi_consistency_score,MI Consistency Score,number,0-100,66,Mission-identity word-deed consistency,MI diagnostics
SF-0309,Inspection & Compliance,Brand,bvp_memorability,BVP Memorability,number,0-1,0.42,Brand value proposition memorability,BVP report
SF-0310,Inspection & Compliance,Brand,bvp_understanding,BVP Understanding,number,0-1,0.55,Brand value proposition understanding,BVP report
SF-0311,Inspection & Compliance,Brand,purchase_intent,Purchase Intent,number,0-1,0.48,Purchase intent score,BVP / survey
SF-0312,Inspection & Compliance,Brand,energy_kwh_per_vehicle,Energy per Vehicle,number,kWh/unit,128,Manufacturing energy per vehicle,ESG
SF-0313,Inspection & Compliance,Brand,co2e_t,CO2e Equivalent,number,tCO2e, sequester,Carbon emission equivalent,ESG
SF-0314,Inspection & Compliance,Brand,scrap_battery_recycle_rate,Scrap Battery Recycle Rate,number,%,91.0,End-of-life battery recycling rate,ESG
SF-0315,Finance,Finance,expense_id,Expense ID,string,-,EXP-202607-118,Expense reimbursement ID,Three-way match
SF-0316,Finance,Finance,invoice_no,Invoice No.,string,-,INV-8891200,Invoice number,Three-way match
SF-0317,Finance,Finance,po_no,PO No.,string,-,PO-55201,Purchase order number,Three-way match / PO tracking
SF-0318,Finance,Finance,receipt_amt,Receipt Amount,number,CNY,1280.00,Bank receipt amount,Three-way match
SF-0319,Finance,Finance,invoice_amt,Invoice Amount,number,CNY,1280.00,Invoice amount,Three-way match
SF-0320,Finance,Finance,po_amt,PO Amount,number,CNY,1300.00,Purchase order amount,Three-way match
SF-0321,Finance,Finance,match_status,Three-Way Match Status,enum,-,mismatch,Match or mismatch status,Three-way match
SF-0322,Finance,Finance,diff_amt,Difference Amount,number,CNY,20.00,Variance amount,Three-way match
SF-0323,Finance,Finance,diff_reason,Difference Reason,string,-,Tax amount mismatch,Variance root cause,Three-way match
SF-0324,Finance,Finance,revenue_forecast,Revenue Forecast,number,CNY,1.2e8,Monthly revenue forecast,Cash flow forecast
SF-0325,Finance,Finance,pickup_forecast_units,Pickup Forecast Units,int,units,52000,Pickup volume forecast,Cash flow forecast
SF-0326,Finance,Finance,rebate_cashout_forecast,Rebate Cash-out Forecast,number,CNY,8.5e6,Rebate cash outflow forecast,Cash flow forecast
SF-0327,Finance,Finance,opex_forecast,OPEX Forecast,number,CNY,2.1e7,Operating expense forecast,Cash flow forecast
SF-0328,Finance,Finance,net_cash_forecast,Net Cash Forecast,number,CNY,1.5e7,Net cash flow forecast,Cash flow forecast
SF-0329,Finance,Finance,forecast_confidence_low,Forecast Confidence Low,number,CNY,1.1e7,Confidence interval lower bound,Cash flow forecast
SF-0330,Finance,Finance,forecast_confidence_high,Forecast Confidence High,number,CNY,1.9e7,Confidence interval upper bound,Cash flow forecast
SF-0331,App Activation,Activation,cum_sales_units,Cumulative Sales Units,int,units,2500000,Cumulative vehicle sales,Activation rate baseline
SF-0332,App Activation,Activation,active_owners_est,Active Owners (Est.),int,people,1800000,Estimated active vehicle owners,Activation rate baseline
SF-0333,App Activation,Activation,app_register_cnt,App Register Count,int,people,920000,Registered app users,Activation rate baseline
SF-0334,App Activation,Activation,bind_vehicle_cnt,Bind Vehicle Count,int,vehicles,610000,Completed vehicle bindings,Activation rate baseline
SF-0335,App Activation,Activation,mau,MAU,int,people,210000,Monthly active users,Activation rate / monthly report
SF-0336,App Activation,Activation,dau,DAU,int,people,42000,Daily active users,Activation rate
SF-0337,App Activation,Activation,activation_rate,Activation Rate,number,%,33.9,Binding/active-owner based activation rate,Activation rate baseline
SF-0338,App Activation,Activation,funnel_step,Funnel Step,string,-,Bind vehicle,Open→login→bind→vehicle control→retention,Activation funnel
SF-0339,App Activation,Activation,funnel_uv,Funnel UV,int,people,88000,Unique users at funnel step,Activation funnel
SF-0340,App Activation,Activation,funnel_cvr,Funnel CVR,number,%,62.0,Conversion to next step,Activation funnel
SF-0341,App Activation,Activation,tab_name,App Tab Name,string,-,My vehicle,App feature tab name,Activation funnel
SF-0342,App Activation,Activation,pv,Page Views,int,times,560000,Page view count,Activation funnel
SF-0343,App Activation,Activation,uv,Unique Visitors,int,people,120000,Unique visitor count,Activation funnel
SF-0344,App Activation,Activation,stay_seconds,Stay Seconds,number,seconds,46,Session dwell time in seconds,Activation funnel
SF-0345,App Activation,Activation,push_click_rate,Push Click Rate,number,%,8.6,Push notification click-through rate,Outreach / activation
SF-0346,App Activation,Activation,faq_cnt,FAQ Entry Count,int,items,320,Knowledge base FAQ entries,Q&A coverage
SF-0347,App Activation,Activation,top20_ticket_coverage_rate,Top 20 Ticket Coverage Rate,number,%,71.0,FAQ coverage of top 20 ticket types,Q&A coverage
SF-0348,App Activation,Activation,oneid_coverage_rate,OneID Coverage Rate,number,%,64.0,Identifiable user share,OneID report
SF-0349,App Activation,Activation,orphan_user_cnt,Orphan User Count,int,people,120000,Users that cannot be stitched,OneID report
SF-0350,App Activation,Activation,koc_score,KOC Score,number,0-100,81,Community KOC score,KOC pool
SF-0351,App Activation,Activation,post_cnt,Post Count,int,items,24,Community post count,KOC pool
SF-0352,App Activation,Activation,interact_rate,Interaction Rate,number,%,6.8,Interactions over impressions,KOC pool
SF-0353,App Activation,O2O,platform_order_cnt,Platform Order Count,int,orders,1500,E-commerce platform orders,O2O funnel
SF-0354,App Activation,O2O,lead_phone_cnt,Lead Phone Count,int,count,980,Lead capture phone count,O2O funnel
SF-0355,App Activation,O2O,store_redeem_cnt,Store Redemption Count,int,orders,420,In-store redemption count,O2O funnel
SF-0356,Alerts & Collaboration,Alert,alert_id,Alert ID,string,-,ALERT-20260728-014,Unique alert identifier,Pack B
SF-0357,Alerts & Collaboration,Alert,alert_type,Alert Type,enum,-,shortage,Sales decline/compliance/stockout/complaint/competitor,Pack B
SF-0358,Alerts & Collaboration,Alert,metric_name,Trigger Metric Name,string,-,mom_rate,Metric that triggered the alert,Pack B
SF-0359,Alerts & Collaboration,Alert,metric_value,Trigger Metric Value,number,-,-12.4,Actual metric value,Pack B
SF-0360,Alerts & Collaboration,Alert,threshold_value,Threshold Value,number,-,-10.0,Rule threshold,Pack B / rules engine
SF-0361,Alerts & Collaboration,Alert,severity,Severity,enum,-,P0,P0/P1/P2 severity level,Alerts / crisis
SF-0362,Alerts & Collaboration,Alert,required_action,Required Action,string,-,Replenish color within 3 days,Required remediation action,Pack B
SF-0363,Alerts & Collaboration,Alert,verify_method,Verify Method,string,-,Second inspection,Verification/acceptance method,Pack B
SF-0364,Alerts & Collaboration,Collab,cross_issue_cnt,Cross-Department Issue Count,int,count,17,Cross-functional issue count,Integrated marketing report
SF-0365,Alerts & Collaboration,Collab,closed_cnt,Closed Count,int,count,9,Closed issue count,Integrated marketing / resolutions
SF-0366,Alerts & Collaboration,Collab,overdue_cnt,Overdue Count,int,count,3,Overdue unresolved count,Integrated marketing / resolutions
SF-0367,Alerts & Collaboration,Collab,response_hours,Response Hours,number,hours,26,Average response time in hours,Integrated marketing
SF-0368,Alerts & Collaboration,Collab,pilot_vs_control_delta,Pilot vs Control Delta,number,-,8.5,Pilot vs control group metric delta,Integrated marketing
SF-0369,Alerts & Collaboration,Collab,resolution_id,Resolution ID,string,-,RES-2026W30-01,Meeting resolution identifier,Resolution tracker
SF-0370,Alerts & Collaboration,Collab,owner_dept,Owner Department,string,-,Product Innovation Institute,Responsible department,Resolutions / special reports
SF-0371,Alerts & Collaboration,Collab,verify_metric,Verification Metric,string,-,Negative share for range theme,Post-resolution verification KPI,Resolution tracker
SF-0372,Shared AI Assets,AIOutput,ai_output_id,AI Output ID,string,-,AIO-10001,Unique shared output identifier,Anti-silo story
SF-0373,Shared AI Assets,AIOutput,producer_skill,Producer Skill,string,-,fill_ticket,Producer skill identifier,Anti-silo
SF-0374,Shared AI Assets,AIOutput,consumer_allow,Allowed Consumers,json,-,"[""renewal_plan"",""voc_weekly""]",Subscribable consumer skill list,Anti-silo
SF-0375,Shared AI Assets,AIOutput,payload,Payload,json,-,"{""tags"":[""Open complaint""],""vin"":""...""}",Structured output content,Anti-silo
SF-0376,Shared AI Assets,AIOutput,payload_schema,Payload Schema,string,-,ticket_draft_v1,Payload structure version,Anti-silo
SF-0377,Shared AI Assets,TagVocabulary,tag_vocab_version,Tag Vocabulary Version,string,-,voc-tags-2026.07,Shared semantic version,Tag governance
SF-0378,Shared AI Assets,TagVocabulary,tag_parent_id,Parent Tag ID,string,-,TAG-ROOT-PRODUCT,Parent tag in tag tree,Tag governance
SF-0379,Shared AI Assets,CapabilityCatalog,skill_id,Skill ID,string,-,repair_kb,Capability catalog primary key,Capability catalog
SF-0380,Shared AI Assets,CapabilityCatalog,skill_desc,Skill Description,text,-,Repair knowledge base Q&A,Capability description,Capability catalog
SF-0381,Shared AI Assets,CapabilityCatalog,input_schema,Input Schema,json,-,"{""query"":""string""}",Input contract schema,Capability catalog
SF-0382,Shared AI Assets,CapabilityCatalog,output_schema,Output Schema,json,-,"{""answer"":""string""}",Output contract schema,Capability catalog
SF-0383,Shared AI Assets,CapabilityCatalog,allowed_tools,Allowed Tools,json,-,"[""search_kb"",""get_vehicle""]",Callable tool list,Capability catalog
SF-0384,Shared AI Assets,RunLog,step_name,Step Name,string,-,retrieve,Control loop step name,Collaboration layer
SF-0385,Shared AI Assets,RunLog,step_status,Step Status,enum,-,ok,ok/error/skipped,Collaboration layer
SF-0386,Shared AI Assets,RunLog,step_ts,Step Timestamp,datetime,-,2026-08-01T12:00:00+08:00,Step timestamp,Collaboration layer
SF-0387,"Process, HR & Legal",Process,process_id,Process ID,string,-,PROC-Store-Opening-Approval,Process definition identifier,Process report
SF-0388,"Process, HR & Legal",Process,redundant_step,Redundant Step,string,-,Duplicate stamp node,Redundant process step detected,Redundancy detection report
SF-0389,"Process, HR & Legal",Process,bottleneck_step,Bottleneck Step,string,-,Quota approval,Bottleneck step in process,Process root-cause analysis
SF-0390,"Process, HR & Legal",Process,cycle_time_hours,Cycle Time (Hours),number,hours,72,Process cycle time,Process simulation
SF-0391,"Process, HR & Legal",Process,proposal_level,Proposal Level,enum,-,L2,L1/L2/L3 recommendation level,AI recommendation inbox
SF-0392,"Process, HR & Legal",HR,job_id,Job ID,string,-,JOB-After-Sales-Specialist,Recruiting position identifier,Job matching
SF-0393,"Process, HR & Legal",HR,match_score,Match Score,number,0-100,84,Person-job match score,Job matching
SF-0394,"Process, HR & Legal",Legal,contract_id,Contract ID,string,-,CT-2026-889,Contract number,Contract review
SF-0395,"Process, HR & Legal",Legal,clause_risk_level,Clause Risk Level,enum,-,high,Contract clause risk level,Contract review
SF-0396,"Process, HR & Legal",Legal,clause_comment,Clause Comment,text,-,Missing liquidated damages cap,Contract review comment,Contract review
SF-0397,"Process, HR & Legal",Knowledge,kb_domain,Knowledge Base Domain,enum,-,repair,repair/policy/hr/product,RAG
SF-0398,"Process, HR & Legal",Knowledge,kb_doc_id,Knowledge Document ID,string,-,KB-REP-0012,Document identifier,RAG
SF-0399,"Process, HR & Legal",Knowledge,kb_chunk_id,Knowledge Chunk ID,string,-,CHK-88,Vector chunk identifier,RAG
SF-0400,"Process, HR & Legal",Knowledge,kb_score,Retrieval Relevance Score,number,0-1,0.83,Retrieval relevance score,RAG
